关联目录菜品名称,餐次,单份克数,份量说明,做法标签,口味标签,状态,配餐用途,餐内角色,食材标签,分类依据
香菇炒冬瓜,晚餐,200,一份约200g,炒制,咸鲜,待审核,组合组成项,蔬菜菜肴,菌菇|瓜茄类,香菇炒冬瓜以香菇与冬瓜为主料，属蔬菜菜肴。
香菇炒芦笋,晚餐,200,一份约200g,炒制,咸鲜,待审核,组合组成项,蔬菜菜肴,菌菇|花茎类,香菇炒芦笋以香菇与芦笋为主料，属蔬菜菜肴。
炒双菇,晚餐,200,一份约200g,炒制,咸鲜,待审核,组合组成项,蔬菜菜肴,菌菇,炒双菇以多种菌菇为主料，属菌菇蔬菜菜肴。
香菇炒花菜,晚餐,200,一份约200g,炒制,咸鲜,待审核,组合组成项,蔬菜菜肴,菌菇|花茎类,香菇炒花菜以香菇与花菜为主料，属蔬菜菜肴。
蚝油娃娃菜,晚餐,200,一份约200g,炒制,咸鲜,待审核,组合组成项,蔬菜菜肴,叶菜,蚝油娃娃菜以娃娃菜为主料，属叶菜蔬菜菜肴。
清炒西兰花,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,花茎类,清炒西兰花以西蓝花为主料，属花茎类蔬菜菜肴。
白灼西兰花,晚餐,200,一份约200g,煮制,清淡,待审核,组合组成项,蔬菜菜肴,花茎类,白灼西兰花以西蓝花为主料，属花茎类蔬菜菜肴。
西兰花炒胡萝卜,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,花茎类|根菜,西兰花炒胡萝卜以西蓝花与胡萝卜为主料。
西兰花炒香菇,晚餐,200,一份约200g,炒制,咸鲜,待审核,组合组成项,蔬菜菜肴,花茎类|菌菇,西兰花炒香菇以西蓝花与香菇为主料，属蔬菜菜肴。
凉拌海带丝,加餐,150,一份约150g,凉拌,酸辣,待审核,组合组成项,蔬菜菜肴,藻类,凉拌海带丝以海带为主料，属藻类蔬菜。
海带炒豆芽,晚餐,200,一份约200g,炒制,咸鲜,待审核,组合组成项,蔬菜菜肴,藻类|其他谷物,海带炒豆芽以海带与豆芽为主料，属蔬菜菜肴。
海带炖豆腐,晚餐,300,一份约300g,炖煮,咸鲜,待审核,组合组成项,蔬菜菜肴,藻类|大豆及豆制品,海带炖豆腐以海带与豆腐为主料，属蔬菜菜肴。
凉拌裙带菜,加餐,150,一份约150g,凉拌,酸辣,待审核,组合组成项,蔬菜菜肴,藻类,凉拌裙带菜以裙带菜为主料，属藻类蔬菜。
凉拌秋葵,加餐,150,一份约150g,凉拌,清淡,待审核,组合组成项,蔬菜菜肴,花茎类,凉拌秋葵以秋葵为主料，属花茎类蔬菜。
白灼秋葵,晚餐,150,一份约150g,煮制,清淡,待审核,组合组成项,蔬菜菜肴,花茎类,白灼秋葵以秋葵为主料，属花茎类蔬菜菜肴。
蒜蓉秋葵,晚餐,150,一份约150g,蒸制,蒜香,待审核,组合组成项,蔬菜菜肴,花茎类,蒜蓉秋葵以秋葵为主料，属花茎类蔬菜菜肴。
凉拌莴笋丝,加餐,150,一份约150g,凉拌,酸甜,待审核,组合组成项,蔬菜菜肴,根菜,凉拌莴笋丝以莴笋为主料，属根茎类蔬菜。
清炒莴笋丝,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,根菜,清炒莴笋丝以莴笋为主料，属根茎类蔬菜菜肴。
莴笋炒木耳,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,根菜|菌菇,莴笋炒木耳以莴笋与木耳为主料，属蔬菜菜肴。
拍黄瓜拌木耳,加餐,150,一份约150g,凉拌,蒜香,待审核,组合组成项,蔬菜菜肴,瓜茄类|菌菇,拍黄瓜拌木耳以黄瓜与木耳为主料，属蔬菜。
白米饭,午餐|晚餐,200,熟米饭200g,蒸制,原味,待审核,组合组成项,主食,米及制品,白米饭以大米为主料，作为组合餐主食。
糙米饭,午餐|晚餐,200,熟糙米饭200g,蒸制,原味,待审核,组合组成项,主食,米及制品,糙米饭以糙米为主料，作为组合餐主食。
燕麦饭,午餐|晚餐,250,一份约250g,蒸制,原味,待审核,组合组成项,主食,其他谷物,燕麦饭以燕麦为主料，作为组合餐主食。
小米饭,午餐|晚餐,250,一份约250g,蒸制,原味,待审核,组合组成项,主食,其他谷物,小米饭以小米为主料，作为组合餐主食。
玉米饭,午餐|晚餐,250,一份约250g,蒸制,原味,待审核,组合组成项,主食,米及制品|其他谷物,玉米饭以大米与玉米为主料，作为主食。
红豆饭,午餐|晚餐,250,一份约250g,蒸制,甜味,待审核,组合组成项,主食,米及制品|杂豆,红豆饭以大米与红豆为主料，作为主食。
绿豆饭,午餐|晚餐,250,一份约250g,蒸制,原味,待审核,组合组成项,主食,米及制品|杂豆,绿豆饭以大米与绿豆为主料，作为主食。
黑米饭,午餐|晚餐,250,一份约250g,蒸制,原味,待审核,组合组成项,主食,米及制品,黑米饭以黑米为主料，作为组合餐主食。
紫米饭,午餐|晚餐,250,一份约250g,蒸制,原味,待审核,组合组成项,主食,米及制品,紫米饭以紫米为主料，作为组合餐主食。
玉米粥,午餐|晚餐,300,一碗约300g,煮制,原味,待审核,组合组成项,主食,其他谷物,玉米粥以玉米熬粥，作为早餐主食。
红薯粥,午餐|晚餐,300,一碗约300g,煮制,甜味,待审核,组合组成项,主食,米及制品|薯类,红薯粥以大米与红薯熬粥，作为早餐主食。
莲子粥,午餐|晚餐,300,一碗约300g,煮制,甜味,待审核,组合组成项,主食,米及制品,莲子粥以大米与莲子熬粥，作为早餐主食。
百合粥,午餐|晚餐,300,一碗约300g,煮制,清淡,待审核,组合组成项,主食,米及制品,百合粥以大米与百合熬粥，作为早餐主食。
芝麻粥,午餐|晚餐,300,一碗约300g,煮制,原味,待审核,组合组成项,主食,米及制品|种子,芝麻粥以大米与芝麻熬粥，作为早餐主食。
花卷,午餐|晚餐,100,一个约100g,蒸制,咸鲜,待审核,组合组成项,主食,麦及制品,花卷以面粉卷制蒸制，作为早餐主食。
菜包子,午餐|晚餐,150,两个约150g,蒸制,咸鲜,待审核,组合组成项,主食,麦及制品|叶菜,菜包子以面皮包素菜蒸制，作为早餐主食。
肉包子,午餐|晚餐,150,两个约150g,蒸制,咸鲜,待审核,组合组成项,主食,麦及制品|畜肉,肉包子以面皮包肉馅蒸制，作为早餐主食。
全麦馒头,午餐|晚餐,100,一个约100g,蒸制,原味,待审核,组合组成项,主食,麦及制品,全麦馒头以全麦粉蒸制，作为早餐主食。
窝窝头,午餐|晚餐,100,一个约100g,蒸制,原味,待审核,组合组成项,主食,其他谷物,窝窝头以玉米粉蒸制，作为早餐主食。
玉米饼,午餐|晚餐,150,一个约150g,煎制,原味,待审核,组合组成项,主食,其他谷物,玉米饼以玉米粉煎制，作为早餐主食。
全麦面包,午餐|晚餐,100,两片约100g,烤制,原味,待审核,组合组成项,主食,麦及制品,全麦面包以全麦粉烤制，作为早餐主食。
白面包,午餐|晚餐,100,两片约100g,烤制,甜味,待审核,组合组成项,主食,麦及制品,白面包以面粉烤制，作为早餐主食。
燕麦片,午餐|晚餐,50,一份约50g,冲泡,原味,待审核,组合组成项,主食,其他谷物,燕麦片以燕麦冲泡，作为早餐主食。
面条,午餐|晚餐,300,一碗约300g,煮制,咸鲜,待审核,整餐候选,主食,麦及制品,面条以小麦面条煮制，可作整餐主食。
汤面,午餐|晚餐,350,一碗约350g,煮制,咸鲜,待审核,整餐候选,主食,麦及制品,汤面以面条加汤煮制，可作整餐主食。
拌面,午餐|晚餐,300,一碗约300g,凉拌,咸鲜,待审核,整餐候选,主食,麦及制品,拌面以面条拌酱汁，可作整餐主食。
炒面,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,麦及制品,炒面以面条炒制，可作整餐混合主餐。
拉面,午餐|晚餐,350,一碗约350g,煮制,咸鲜,待审核,整餐候选,主食,麦及制品,拉面以手工面条煮制，可作整餐主食。
挂面,午餐|晚餐,300,一碗约300g,煮制,咸鲜,待审核,整餐候选,主食,麦及制品,挂面以干面条煮制，可作整餐主食。
意面,午餐,300,一份约300g,煮制,咸鲜,待审核,整餐候选,混合主餐,麦及制品,意面以意大利面煮制，可作整餐主餐。
米粉,午餐|晚餐,350,一碗约350g,煮制,咸鲜,待审核,整餐候选,主食,米及制品,米粉以大米米粉煮制，可作整餐主食。
河粉,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,米及制品,河粉以大米河粉炒制，可作整餐主餐。
蒸土豆,午餐|晚餐,150,一个约150g,蒸制,原味,待审核,组合组成项,主食,薯类,蒸土豆以土豆蒸制，作为早餐主食。
煮玉米,午餐|晚餐,150,一根约150g,煮制,原味,待审核,组合组成项,主食,其他谷物,煮玉米以玉米煮制，作为加餐主食。
紫薯饭,午餐|晚餐,250,一份约250g,蒸制,原味,待审核,组合组成项,主食,米及制品|薯类,紫薯饭以大米与紫薯蒸制，作为主食。
荞麦面,午餐|晚餐,250,一碗约250g,煮制,清淡,待审核,整餐候选,主食,其他谷物,荞麦面以荞麦面条煮制，可作整餐主食。
全麦面条,午餐|晚餐,300,一碗约300g,煮制,清淡,待审核,整餐候选,主食,麦及制品,全麦面条以全麦粉面条煮制，可作整餐主食。
红薯饭,午餐|晚餐,250,一份约250g,蒸制,原味,待审核,组合组成项,主食,米及制品|薯类,红薯饭以大米与红薯蒸制，作为主食。
土豆泥,午餐|晚餐,200,一份约200g,蒸制,原味,待审核,组合组成项,主食,薯类,土豆泥以土豆捣泥，作为组合餐主食。
玉米窝头,午餐|晚餐,100,一个约100g,蒸制,原味,待审核,组合组成项,主食,其他谷物,玉米窝头以玉米粉蒸制，作为早餐主食。
蛋炒饭,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,米及制品|蛋类,蛋炒饭以米饭与鸡蛋炒制，可作整餐主餐。
肉丝炒饭,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,米及制品|畜肉,肉丝炒饭以米饭与猪肉丝炒制，可作整餐。
鸡丁炒饭,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,米及制品|禽肉,鸡丁炒饭以米饭与鸡肉丁炒制，可作整餐。
牛肉炒饭,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,米及制品|畜肉,牛肉炒饭以米饭与牛肉炒制，可作整餐。
虾仁炒饭,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,米及制品|虾蟹贝类,虾仁炒饭以米饭与虾仁炒制，可作整餐。
酱油炒饭,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,米及制品,酱油炒饭以米饭加酱油炒制，可作整餐主餐。
咖喱牛肉饭,午餐,350,一份约350g,炖煮,咸鲜,待审核,整餐候选,混合主餐,米及制品|畜肉,咖喱牛肉饭以牛肉咖喱配米饭，可作整餐。
咖喱鸡肉饭,午餐,350,一份约350g,炖煮,咸鲜,待审核,整餐候选,混合主餐,米及制品|禽肉,咖喱鸡肉饭以鸡肉咖喱配米饭，可作整餐。
番茄牛肉饭,午餐,350,一份约350g,炖煮,酸甜,待审核,整餐候选,混合主餐,米及制品|畜肉,番茄牛肉饭以番茄牛肉配米饭，可作整餐。
牛肉盖饭,午餐,350,一份约350g,炖煮,咸鲜,待审核,整餐候选,混合主餐,米及制品|畜肉,牛肉盖饭以牛肉浇米饭，可作整餐主餐。
鸡排饭,午餐,350,一份约350g,油炸,咸鲜,待审核,整餐候选,混合主餐,米及制品|禽肉,鸡排饭以炸鸡排配米饭，可作整餐主餐。
猪排饭,午餐,350,一份约350g,油炸,咸鲜,待审核,整餐候选,混合主餐,米及制品|畜肉,猪排饭以炸猪排配米饭，可作整餐主餐。
照烧鸡排饭,午餐,350,一份约350g,烤制,咸鲜,待审核,整餐候选,混合主餐,米及制品|禽肉,照烧鸡排饭以照烧鸡排配米饭，可作整餐。
麻婆豆腐饭,午餐,350,一份约350g,煮制,麻辣,待审核,整餐候选,混合主餐,米及制品|大豆及豆制品,麻婆豆腐饭以麻婆豆腐配米饭，可作整餐。
宫保鸡丁饭,午餐,350,一份约350g,炒制,酸甜,待审核,整餐候选,混合主餐,米及制品|禽肉,宫保鸡丁饭以宫保鸡丁配米饭，可作整餐。
鱼香肉丝饭,午餐,350,一份约350g,炒制,酸甜,待审核,整餐候选,混合主餐,米及制品|畜肉,鱼香肉丝饭以鱼香肉丝配米饭，可作整餐。
豆角焖面,午餐,350,一份约350g,焖制,咸鲜,待审核,整餐候选,混合主餐,麦及制品|花茎类,豆角焖面以面条与豆角焖制，可作整餐主餐。
茄子焖面,午餐,350,一份约350g,焖制,咸鲜,待审核,整餐候选,混合主餐,麦及制品|瓜茄类,茄子焖面以面条与茄子焖制，可作整餐主餐。
肉沫茄子饭,午餐,350,一份约350g,焖制,咸鲜,待审核,整餐候选,混合主餐,米及制品|瓜茄类|畜肉,肉沫茄子饭以肉沫茄子配米饭，可作整餐。
番茄鸡蛋盖饭,午餐,350,一份约350g,炒制,酸甜,待审核,整餐候选,混合主餐,米及制品|瓜茄类|蛋类,番茄鸡蛋盖饭以番茄炒蛋配米饭，可作整餐。
青椒肉丝饭,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,米及制品|畜肉|瓜茄类,青椒肉丝饭以青椒肉丝配米饭，可作整餐。
西兰花牛肉饭,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,米及制品|畜肉|花茎类,西兰花牛肉饭以西蓝花牛肉配米饭，可作整餐。
三鲜炒面,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,麦及制品|虾蟹贝类,三鲜炒面以面条与海鲜炒制，可作整餐主餐。
什锦炒饭,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,米及制品|蛋类,什锦炒饭以多种配料炒饭，可作整餐主餐。
腊肠炒饭,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,米及制品|畜肉,腊肠炒饭以米饭与腊肠炒制，可作整餐主餐。
培根炒饭,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,米及制品|畜肉,培根炒饭以米饭与培根炒制，可作整餐主餐。
蟹粉拌面,午餐,300,一碗约300g,煮制,鲜香,待审核,整餐候选,混合主餐,麦及制品|虾蟹贝类,蟹粉拌面以蟹粉拌面条，可作整餐主餐。
牛肉炒河粉,午餐,350,一份约350g,炒制,咸鲜,待审核,整餐候选,混合主餐,米及制品|畜肉,牛肉炒河粉以河粉与牛肉炒制，可作整餐主餐。
番茄鸡蛋汤,晚餐,250,一碗约250g,煮制,酸甜,待审核,组合组成项,汤羹,瓜茄类|蛋类,番茄鸡蛋汤以番茄与鸡蛋煮汤，属家常汤羹。
冬瓜排骨汤,晚餐,350,一碗约350g,炖煮,鲜香,待审核,组合组成项,汤羹,畜肉|瓜茄类,冬瓜排骨汤以排骨与冬瓜炖汤，属肉汤羹。
山药排骨汤,晚餐,350,一碗约350g,炖煮,鲜香,待审核,组合组成项,汤羹,畜肉|根菜,山药排骨汤以排骨与山药炖汤，属肉汤羹。
萝卜排骨汤,晚餐,350,一碗约350g,炖煮,鲜香,待审核,组合组成项,汤羹,畜肉|根菜,萝卜排骨汤以排骨与萝卜炖汤，属肉汤羹。
白菜豆腐汤,晚餐,250,一碗约250g,煮制,清淡,待审核,组合组成项,汤羹,叶菜|大豆及豆制品,白菜豆腐汤以白菜与豆腐煮汤，属素汤羹。
丝瓜蛋汤,晚餐,250,一碗约250g,煮制,清淡,待审核,组合组成项,汤羹,瓜茄类|蛋类,丝瓜蛋汤以丝瓜与鸡蛋煮汤，属家常汤羹。
菌菇鸡汤,晚餐,350,一碗约350g,炖煮,鲜香,待审核,组合组成项,汤羹,禽肉|菌菇,菌菇鸡汤以鸡肉与菌菇炖汤，属肉汤羹。
清炖鸡汤,晚餐,350,一碗约350g,炖煮,鲜香,待审核,组合组成项,汤羹,禽肉,清炖鸡汤以整鸡炖汤，属肉汤羹。
老母鸡汤,晚餐,350,一碗约350g,炖煮,鲜香,待审核,组合组成项,汤羹,禽肉,老母鸡汤以老母鸡炖汤，属肉汤羹。
参鸡汤,晚餐,350,一碗约350g,炖煮,鲜香,待审核,组合组成项,汤羹,禽肉,参鸡汤以鸡肉与人参炖汤，属肉汤羹。
番茄牛肉汤,晚餐,350,一碗约350g,炖煮,酸甜,待审核,组合组成项,汤羹,畜肉|瓜茄类,番茄牛肉汤以牛肉与番茄炖汤，属肉汤羹。
萝卜牛肉汤,晚餐,350,一碗约350g,炖煮,鲜香,待审核,组合组成项,汤羹,畜肉|根菜,萝卜牛肉汤以牛肉与萝卜炖汤，属肉汤羹。
羊肉萝卜汤,晚餐,350,一碗约350g,炖煮,鲜香,待审核,组合组成项,汤羹,畜肉|根菜,羊肉萝卜汤以羊肉与萝卜炖汤，属肉汤羹。
鲫鱼豆腐汤,晚餐,350,一碗约350g,煮制,鲜香,待审核,组合组成项,汤羹,鱼类|大豆及豆制品,鲫鱼豆腐汤以鲫鱼与豆腐煮汤，属鱼汤羹。
鱼头豆腐汤,晚餐,350,一碗约350g,煮制,鲜香,待审核,组合组成项,汤羹,鱼类|大豆及豆制品,鱼头豆腐汤以鱼头与豆腐煮汤，属鱼汤羹。
银耳莲子汤,加餐,250,一碗约250g,煮制,甜味,待审核,组合组成项,汤羹,其他植物蛋白制品,银耳莲子汤以银耳与莲子煮甜汤，属甜汤羹。
绿豆汤,加餐,300,一碗约300g,煮制,甜味,待审核,组合组成项,汤羹,杂豆,绿豆汤以绿豆煮甜汤，属甜汤羹。
红豆汤,加餐,300,一碗约300g,煮制,甜味,待审核,组合组成项,汤羹,杂豆,红豆汤以红豆煮甜汤，属甜汤羹。
酒酿小圆子,加餐,250,一碗约250g,煮制,甜味,待审核,组合组成项,汤羹,米及制品,酒酿小圆子以酒酿与糯米圆子煮甜汤，属甜汤羹。
酸辣汤,晚餐,250,一碗约250g,煮制,酸辣,待审核,组合组成项,汤羹,畜肉|菌菇,酸辣汤以豆腐、木耳、鸡蛋等煮酸辣汤，属汤羹。
疙瘩汤,晚餐,300,一碗约300g,煮制,咸鲜,待审核,组合组成项,汤羹,麦及制品|叶菜,疙瘩汤以面疙瘩与蔬菜煮汤，属面汤羹。
面片汤,晚餐,300,一碗约300g,煮制,咸鲜,待审核,组合组成项,汤羹,麦及制品,面片汤以面片煮制，属面汤羹。
馄饨汤,晚餐,300,一碗约300g,煮制,咸鲜,待审核,组合组成项,汤羹,麦及制品,馄饨汤以馄饨煮汤，属面汤羹。
肉片汤,晚餐,300,一碗约300g,煮制,咸鲜,待审核,组合组成项,汤羹,畜肉|叶菜,肉片汤以猪肉片与蔬菜煮汤，属肉汤羹。
白灼牛肉,晚餐,250,一份约250g,煮制,原味,待审核,组合组成项,蛋白质菜,畜肉,白灼牛肉以牛肉为主料，属畜肉蛋白质菜。
红烧牛尾,晚餐,300,一份约300g,炖煮,咸鲜,待审核,组合组成项,蛋白质菜,畜肉,红烧牛尾以牛尾为主料，属畜肉蛋白质菜。
蒜蓉空心菜,晚餐,200,一份约200g,炒制,蒜香,待审核,组合组成项,蔬菜菜肴,叶菜,蒜蓉空心菜以空心菜为主料，属叶菜蔬菜菜肴。
炒苋菜,晚餐,200,一份约200g,炒制,咸鲜,待审核,组合组成项,蔬菜菜肴,叶菜,炒苋菜以苋菜为主料，属叶菜蔬菜菜肴。
凉拌生菜,加餐,150,一份约150g,凉拌,清淡,待审核,组合组成项,蔬菜菜肴,叶菜,凉拌生菜以生菜为主料，属叶菜蔬菜。
清炒鸡毛菜,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,叶菜,清炒鸡毛菜以鸡毛菜为主料，属叶菜蔬菜菜肴。
鸡丝粥,午餐|晚餐,300,一碗约300g,煮制,咸鲜,待审核,组合组成项,主食,米及制品|禽肉,鸡丝粥以大米与鸡丝熬粥，作为早餐主食。
鱼丸汤,晚餐,300,一碗约300g,煮制,鲜香,待审核,组合组成项,汤羹,鱼类,鱼丸汤以鱼丸煮汤，属鱼汤羹。
苹果,加餐,200,一个约200g,其他,甜味,待审核,组合组成项,水果,水果,苹果作为新鲜水果，属水果类加餐。
香蕉,加餐,120,一根约120g,其他,甜味,待审核,组合组成项,水果,水果,香蕉作为新鲜水果，属水果类加餐。
橙子,加餐,150,一个约150g,其他,甜味,待审核,组合组成项,水果,水果,橙子作为新鲜水果，属水果类加餐。
纯牛奶,早餐,250,一杯约250ml,其他,原味,待审核,组合组成项,奶及替代品,奶及奶制品,纯牛奶作为乳制品，属奶及替代品。
水煮花生,加餐,100,一份约100g,煮制,五香,待审核,组合组成项,坚果种子,坚果,水煮花生以花生为主料，属坚果种子类加餐。
原味核桃,加餐,30,一份约30g,其他,原味,待审核,组合组成项,坚果种子,坚果,原味核桃作为坚果，属坚果种子类加餐。
原味杏仁,加餐,30,一份约30g,其他,原味,待审核,组合组成项,坚果种子,坚果,原味杏仁作为坚果，属坚果种子类加餐。
无糖豆浆,早餐,250,一杯约250ml,煮制,原味,待审核,组合组成项,饮品,大豆及豆制品,无糖豆浆以大豆磨制，属饮品。
黑咖啡,早餐,200,一杯约200ml,冲泡,原味,待审核,组合组成项,饮品,植物替代饮品,黑咖啡作为饮品，属植物替代饮品。
蒜蓉茼蒿,晚餐,200,一份约200g,炒制,蒜香,待审核,组合组成项,蔬菜菜肴,叶菜,蒜蓉茼蒿以茼蒿为主料，属叶菜蔬菜菜肴。
清炒木耳菜,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,叶菜,清炒木耳菜以木耳菜为主料，属叶菜蔬菜菜肴。
蒜蓉红薯叶,晚餐,200,一份约200g,炒制,蒜香,待审核,组合组成项,蔬菜菜肴,叶菜,蒜蓉红薯叶以红薯叶为主料，属叶菜蔬菜菜肴。
清炒韭菜花,晚餐,200,一份约200g,炒制,咸鲜,待审核,组合组成项,蔬菜菜肴,花茎类,清炒韭菜花以韭菜花为主料，属花茎类蔬菜菜肴。
凉拌折耳根,加餐,150,一份约150g,凉拌,酸辣,待审核,组合组成项,蔬菜菜肴,根菜,凉拌折耳根以鱼腥草根茎为主料，属根茎类蔬菜。
凉拌马齿苋,加餐,150,一份约150g,凉拌,酸辣,待审核,组合组成项,蔬菜菜肴,叶菜,凉拌马齿苋以马齿苋为主料，属叶菜蔬菜。
蒜蓉炒荷兰豆,晚餐,200,一份约200g,炒制,蒜香,待审核,组合组成项,蔬菜菜肴,花茎类,蒜蓉炒荷兰豆以荷兰豆为主料，属花茎类蔬菜菜肴。
清炒西兰花梗,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,花茎类,清炒西兰花梗以西蓝花梗为主料，属花茎类蔬菜菜肴。
白灼芦笋,晚餐,200,一份约200g,煮制,清淡,待审核,组合组成项,蔬菜菜肴,花茎类,白灼芦笋以芦笋为主料，属花茎类蔬菜菜肴。
凉拌芦笋,加餐,150,一份约150g,凉拌,清淡,待审核,组合组成项,蔬菜菜肴,花茎类,凉拌芦笋以芦笋为主料，属花茎类蔬菜。
炒茭白丝,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,根菜,炒茭白丝以茭白为主料，属根茎类蔬菜菜肴。
葱油茭白,晚餐,200,一份约200g,炒制,咸鲜,待审核,组合组成项,蔬菜菜肴,根菜,葱油茭白以茭白为主料，属根茎类蔬菜菜肴。
凉拌茭白丝,加餐,150,一份约150g,凉拌,清淡,待审核,组合组成项,蔬菜菜肴,根菜,凉拌茭白丝以茭白为主料，属根茎类蔬菜。
炒茭白,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,根菜,炒茭白以茭白为主料，属根茎类蔬菜菜肴。
清炒豌豆苗,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,叶菜,清炒豌豆苗以豌豆苗为主料，属叶菜蔬菜菜肴。
上汤豆苗,晚餐,250,一份约250g,煮制,咸鲜,待审核,组合组成项,蔬菜菜肴,叶菜,上汤豆苗以豆苗为主料，属叶菜蔬菜菜肴。
凉拌莴笋,加餐,150,一份约150g,凉拌,清淡,待审核,组合组成项,蔬菜菜肴,根菜,凉拌莴笋以莴笋为主料，属根茎类蔬菜。
清炒莴笋,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,根菜,清炒莴笋以莴笋为主料，属根茎类蔬菜菜肴。
炒藕带,晚餐,200,一份约200g,炒制,酸辣,待审核,组合组成项,蔬菜菜肴,根菜,炒藕带以藕带为主料，属根茎类蔬菜菜肴。
凉拌藕带,加餐,150,一份约150g,凉拌,酸辣,待审核,组合组成项,蔬菜菜肴,根菜,凉拌藕带以藕带为主料，属根茎类蔬菜。
酸辣藕丁,晚餐,200,一份约200g,炒制,酸辣,待审核,组合组成项,蔬菜菜肴,根菜,酸辣藕丁以莲藕切丁为主料，属根茎类蔬菜菜肴。
炒菱角,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,其他谷物,炒菱角以菱角为主料，属水生谷物蔬菜。
炒荸荠,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,根菜,炒荸荠以荸荠为主料，属根茎类蔬菜菜肴。
凉拌荸荠,加餐,150,一份约150g,凉拌,清淡,待审核,组合组成项,蔬菜菜肴,根菜,凉拌荸荠以荸荠为主料，属根茎类蔬菜。
清炒慈姑,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,根菜,清炒慈姑以慈姑为主料，属根茎类蔬菜菜肴。
炒水芹,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,花茎类,炒水芹以水芹为主料，属花茎类蔬菜菜肴。
凉拌水芹,加餐,150,一份约150g,凉拌,清淡,待审核,组合组成项,蔬菜菜肴,花茎类,凉拌水芹以水芹为主料，属花茎类蔬菜。
清炒莼菜,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,藻类,清炒莼菜以莼菜为主料，属藻类蔬菜菜肴。
莼菜汤,晚餐,250,一碗约250g,煮制,清淡,待审核,组合组成项,汤羹,藻类,莼菜汤以莼菜煮汤，属藻类蔬菜汤羹。
炒鸡头米,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,其他谷物,炒鸡头米以芡实为主料，属水生谷物蔬菜。
桂花鸡头米,加餐,150,一份约150g,煮制,甜味,待审核,组合组成项,汤羹,其他谷物,桂花鸡头米以芡实加桂花煮甜汤，属甜汤羹。
清炒菱白,晚餐,200,一份约200g,炒制,清淡,待审核,组合组成项,蔬菜菜肴,根菜,清炒菱白以茭白为主料，属根茎类蔬菜菜肴。
蒜蓉西兰花梗,晚餐,200,一份约200g,炒制,蒜香,待审核,组合组成项,蔬菜菜肴,花茎类,蒜蓉西兰花梗以西蓝花梗为主料。
凉拌海带结,加餐,150,一份约150g,凉拌,酸辣,待审核,组合组成项,蔬菜菜肴,藻类,凉拌海带结以海带结为主料，属藻类蔬菜。
凉拌海蜇皮,加餐,150,一份约150g,凉拌,酸辣,待审核,组合组成项,蔬菜菜肴,藻类,凉拌海蜇皮以海蜇为主料，属藻类蔬菜。
炒海带丝,晚餐,200,一份约200g,炒制,咸鲜,待审核,组合组成项,蔬菜菜肴,藻类,炒海带丝以海带为主料，属藻类蔬菜菜肴。
凉拌裙带菜豆腐,加餐,150,一份约150g,凉拌,咸鲜,待审核,组合组成项,蔬菜菜肴,藻类|大豆及豆制品,凉拌裙带菜豆腐以裙带菜与豆腐为主料。
