关联目录菜品名称,餐次,单份克数,份量说明,做法标签,口味标签,状态,配餐用途,餐内角色,食材标签,分类依据
拔丝地瓜,加餐,200,一份约200g，作为甜点,油炸,甜味,待审核,组合组成项,其他配菜,薯类,拔丝地瓜主要食材为薯类，作为配菜/点心。
永州啤酒鸭,晚餐,300,一份，可食部分约300g,炖煮,香辣,待审核,组合组成项,蛋白质菜,禽肉,永州啤酒鸭主要食材为禽肉，作为主菜蛋白质。
孔府一品锅,晚餐,400,一份（锅），可食部分约400g,炖煮,鲜香,待审核,整餐候选,混合主餐,畜肉|禽肉|蛋类,孔府一品锅主要食材为菜名所示食材，作为含主荤的混合主餐。
长沙米豆腐,加餐,200,一份约200g，作为小吃,煮制,香辣,待审核,组合组成项,其他配菜,米及制品,长沙米豆腐主要食材为米及米制品，作为配菜/点心。
烟台鲅鱼,晚餐,300,一份（整鱼），可食部分约300g,炖煮,咸鲜,待审核,组合组成项,蛋白质菜,鱼类,烟台鲅鱼主要食材为鱼类，作为主菜蛋白质。
糖油粑粑,加餐,150,一份约150g，作为甜点,油炸,甜味,待审核,组合组成项,其他配菜,米及制品,糖油粑粑主要食材为米及米制品，作为配菜/点心。
湘西土匪鸭,晚餐,300,一份，可食部分约300g,炖煮,香辣,待审核,组合组成项,蛋白质菜,禽肉,湘西土匪鸭主要食材为禽肉，作为主菜蛋白质。
蓬莱小面,午餐,350,一碗约350g,煮制,鲜香,待审核,整餐候选,主食,麦及制品,蓬莱小面主要食材为麦及面制品，作为组合餐主食。
周村烧饼,加餐,80,一份约80g，作为零食,烤制,咸鲜,待审核,组合组成项,主食,麦及制品,周村烧饼主要食材为麦及面制品，作为组合餐主食。
济南油旋,早餐,100,一个约100g，作为早餐,烤制,咸鲜,待审核,组合组成项,主食,麦及制品,济南油旋主要食材为麦及面制品，作为组合餐主食。
博山豆腐箱,晚餐,250,一份约250g,蒸制,咸鲜,待审核,组合组成项,蛋白质菜,大豆及豆制品,博山豆腐箱主要食材为大豆及豆制品，作为主菜蛋白质。
潍坊朝天锅,晚餐,300,一份，可食部分约300g,煮制,鲜香,待审核,整餐候选,混合主餐,畜肉|麦及制品,潍坊朝天锅主要食材为畜肉、麦及面制品，作为含主荤的混合主餐。
胶东海鲜饺子,午餐,300,一份约300g（12只）,煮制,鲜香,待审核,两者皆可,混合主餐,麦及制品|虾蟹贝类,胶东海鲜饺子主要食材为麦及面制品、虾蟹贝等海鲜，作为含主荤的混合主餐。
酱焖黄花鱼,晚餐,300,一份（整鱼），可食部分约300g,炖煮,咸鲜,待审核,组合组成项,蛋白质菜,鱼类,酱焖黄花鱼主要食材为鱼类，作为主菜蛋白质。
一品豆腐,午餐,250,一份约250g,蒸制,鲜香,待审核,组合组成项,蛋白质菜,大豆及豆制品,一品豆腐主要食材为大豆及豆制品，作为主菜蛋白质。
山东煎饼,早餐,200,一份约200g，作为早餐,煎制,咸鲜,待审核,两者皆可,主食,麦及制品,山东煎饼主要食材为麦及面制品，作为组合餐主食。
四喜丸子,晚餐,250,一份约250g（2个）,炖煮,咸鲜,待审核,组合组成项,蛋白质菜,畜肉,四喜丸子主要食材为畜肉，作为主菜蛋白质。
油爆海螺,晚餐,250,一份，可食部分约250g,炒制,咸鲜,待审核,组合组成项,蛋白质菜,虾蟹贝类,油爆海螺主要食材为虾蟹贝等海鲜，作为主菜蛋白质。
油焖大虾,晚餐,300,一份，可食部分约300g,焖制,咸鲜,待审核,组合组成项,蛋白质菜,虾蟹贝类,油焖大虾主要食材为虾蟹贝等海鲜，作为主菜蛋白质。
辣炒蛤蜊,晚餐,250,一份，可食部分约250g,炒制,香辣,待审核,组合组成项,蛋白质菜,虾蟹贝类,辣炒蛤蜊主要食材为虾蟹贝等海鲜，作为主菜蛋白质。
九转大肠,晚餐,200,一份，可食部分约200g,炖煮,咸鲜,待审核,组合组成项,蛋白质菜,动物内脏,九转大肠主要食材为动物内脏，作为主菜蛋白质。
博山酥锅,晚餐,300,一份约300g,炖煮,咸鲜,待审核,组合组成项,蛋白质菜,畜肉,博山酥锅主要食材为畜肉，作为主菜蛋白质。
济南把子肉,午餐,250,一份约250g（配米饭）,炖煮,咸鲜,待审核,组合组成项,蛋白质菜,畜肉,济南把子肉主要食材为畜肉，作为主菜蛋白质。
葱烧海参,晚餐,250,一份，可食部分约250g,炖煮,咸鲜,待审核,组合组成项,蛋白质菜,虾蟹贝类,葱烧海参主要食材为虾蟹贝等海鲜，作为主菜蛋白质。
奶汤蒲菜,晚餐,300,一碗约300g（含汤）,煮制,咸鲜,待审核,组合组成项,蔬菜菜肴,花茎类,奶汤蒲菜主要食材为花茎类蔬菜，作为配菜蔬菜。
糖醋鲤鱼,晚餐,350,一份（整鱼），可食部分约350g,油炸,酸甜,待审核,组合组成项,蛋白质菜,鱼类,糖醋鲤鱼主要食材为鱼类，作为主菜蛋白质。
德州扒鸡,晚餐,350,一份（半只），可食部分约350g,炖煮,五香,待审核,组合组成项,蛋白质菜,禽肉,德州扒鸡主要食材为禽肉，作为主菜蛋白质。
爆炒腰花,晚餐,250,一份，可食部分约250g,炒制,咸鲜,待审核,组合组成项,蛋白质菜,动物内脏,爆炒腰花主要食材为动物内脏，作为主菜蛋白质。
淮安平桥豆腐,午餐,250,一碗约250g,煮制,鲜香,待审核,组合组成项,蛋白质菜,大豆及豆制品,淮安平桥豆腐主要食材为大豆及豆制品，作为主菜蛋白质。
炸灌肠,加餐,150,一份约150g，作为小吃,油炸,咸鲜,待审核,组合组成项,其他配菜,动物内脏,炸灌肠主要食材为动物内脏，作为配菜/点心。
红烧河豚,晚餐,250,一份，可食部分约250g,炖煮,鲜香,待审核,组合组成项,蛋白质菜,鱼类,红烧河豚主要食材为鱼类，作为主菜蛋白质。
驴肉火烧,午餐,200,一个约200g,烤制,咸鲜,待审核,两者皆可,混合主餐,畜肉|麦及制品,驴肉火烧主要食材为畜肉、麦及面制品，作为含主荤的混合主餐。
饺子,午餐,250,一份约250g（12只）,煮制,咸鲜,待审核,两者皆可,混合主餐,麦及制品,饺子主要食材为麦及面制品，作为含主荤的混合主餐。
黄桥烧饼,加餐,100,一个约100g，作为零食,烤制,咸鲜,待审核,组合组成项,主食,麦及制品,黄桥烧饼主要食材为麦及面制品，作为组合餐主食。
包子,早餐,200,两个约200g，作为早餐,蒸制,咸鲜,待审核,两者皆可,混合主餐,麦及制品,包子主要食材为麦及面制品，作为含主荤的混合主餐。
泰州鱼汤面,午餐,350,一碗约350g,煮制,鲜香,待审核,整餐候选,混合主餐,鱼类|麦及制品,泰州鱼汤面主要食材为鱼类、麦及面制品，作为含主荤的混合主餐。
奥灶面,午餐,350,一碗约350g,煮制,咸鲜,待审核,整餐候选,主食,麦及制品,奥灶面主要食材为麦及面制品，作为组合餐主食。
门钉肉饼,午餐,200,一个约200g,煎制,咸鲜,待审核,两者皆可,混合主餐,畜肉|麦及制品,门钉肉饼主要食材为畜肉、麦及面制品，作为含主荤的混合主餐。
盱眙十三香龙虾,晚餐,500,一份约500g（约15只）,煮制,香辣,待审核,组合组成项,蛋白质菜,虾蟹贝类,盱眙十三香龙虾主要食材为虾蟹贝等海鲜，作为主菜蛋白质。
锅贴,午餐,250,一份约250g（10只）,煎制,咸鲜,待审核,两者皆可,混合主餐,麦及制品,锅贴主要食材为麦及面制品，作为含主荤的混合主餐。
天津麻花,加餐,80,一份约80g，作为零食,油炸,甜味,待审核,组合组成项,主食,麦及制品,天津麻花主要食材为麦及面制品，作为组合餐主食。
徐州地锅鸡,晚餐,400,一份（锅），可食部分约400g,炖煮,香辣,待审核,两者皆可,混合主餐,禽肉,徐州地锅鸡主要食材为禽肉，作为含主荤的混合主餐。
狗不理包子,早餐,200,一笼约200g（6只）,蒸制,鲜香,待审核,两者皆可,混合主餐,麦及制品,狗不理包子主要食材为麦及面制品，作为含主荤的混合主餐。
霸王别姬,晚餐,350,一份，可食部分约350g,炖煮,鲜香,待审核,组合组成项,蛋白质菜,鱼类|禽肉,霸王别姬主要食材为菜名所示食材，作为主菜蛋白质。
文思豆腐,晚餐,300,一碗约300g（含汤）,煮制,清淡,待审核,组合组成项,蛋白质菜,大豆及豆制品,文思豆腐主要食材为大豆及豆制品，作为主菜蛋白质。
驴打滚,加餐,100,一份约100g，作为点心,其他,甜味,待审核,组合组成项,其他配菜,米及制品|大豆及豆制品,驴打滚主要食材为米及米制品、大豆及豆制品，作为配菜/点心。
奶黄包,早餐,100,一个约100g，作为早餐,蒸制,甜味,待审核,两者皆可,主食,麦及制品,奶黄包主要食材为麦及面制品，作为组合餐主食。
艾窝窝,加餐,100,一个约100g，作为点心,其他,甜味,待审核,组合组成项,其他配菜,米及制品,艾窝窝主要食材为米及米制品，作为配菜/点心。
烧乳鸽,晚餐,250,一只约250g,烤制,五香,待审核,组合组成项,蛋白质菜,禽肉,烧乳鸽主要食材为禽肉，作为主菜蛋白质。
豆汁,早餐,300,一碗约300ml，作为早餐,冲泡,其他,待审核,组合组成项,饮品,大豆及豆制品,豆汁主要食材为大豆及豆制品，作为饮品。
卤煮火烧,午餐,350,一碗约350g,煮制,咸鲜,待审核,组合组成项,混合主餐,动物内脏|麦及制品,卤煮火烧主要食材为动物内脏、麦及面制品，作为含主荤的混合主餐。
酸菜鱼,晚餐,400,一份（整鱼），可食部分约400g,煮制,酸辣,待审核,组合组成项,蛋白质菜,鱼类,酸菜鱼主要食材为鱼类，作为主菜蛋白质。
怪味鸡,晚餐,250,一份，可食部分约250g,凉拌,香辣,待审核,组合组成项,蛋白质菜,禽肉,怪味鸡主要食材为禽肉，作为主菜蛋白质。
涮羊肉,晚餐,400,一份火锅，羊肉约400g（不含配菜）,煮制,原味,待审核,整餐候选,混合主餐,畜肉,涮羊肉主要食材为畜肉，作为含主荤的混合主餐。
煎饼果子,早餐,200,一份约200g，作为早餐,煎制,咸鲜,待审核,两者皆可,主食,麦及制品,煎饼果子主要食材为麦及面制品，作为组合餐主食。
蒜泥白肉,晚餐,200,一份，可食部分约200g,煮制,蒜香,待审核,组合组成项,蛋白质菜,畜肉,蒜泥白肉主要食材为畜肉，作为主菜蛋白质。
煎饼,早餐,200,一份约200g，作为早餐,煎制,咸鲜,待审核,两者皆可,主食,麦及制品,煎饼主要食材为麦及面制品，作为组合餐主食。
甜水面,加餐,200,一份约200g，作为小吃,煮制,甜味,待审核,两者皆可,主食,麦及制品,甜水面主要食材为麦及面制品，作为组合餐主食。
炸酱面,午餐,350,一碗约350g,煮制,咸鲜,待审核,两者皆可,主食,麦及制品,炸酱面主要食材为麦及面制品，作为组合餐主食。
北京烤鸭,晚餐,300,一份（含饼皮配料），可食部分约300g,烤制,咸鲜,待审核,组合组成项,蛋白质菜,禽肉,北京烤鸭主要食材为禽肉，作为主菜蛋白质。
潮州卤鹅,晚餐,300,一份，可食部分约300g,炖煮,五香,待审核,组合组成项,蛋白质菜,禽肉,潮州卤鹅主要食材为禽肉，作为主菜蛋白质。
豉油鸡,晚餐,300,一份，可食部分约300g,煮制,咸鲜,待审核,组合组成项,蛋白质菜,禽肉,豉油鸡主要食材为禽肉，作为主菜蛋白质。
豉汁蒸排骨,晚餐,250,一份，可食部分约250g,蒸制,咸鲜,待审核,组合组成项,蛋白质菜,畜肉,豉汁蒸排骨主要食材为畜肉，作为主菜蛋白质。
姜撞奶,加餐,200,一碗约200g，作为甜品,冲泡,甜味,待审核,组合组成项,奶及替代品,奶及奶制品,姜撞奶主要食材为奶及奶制品，作为奶制品。
双皮奶,加餐,200,一碗约200g，作为甜品,蒸制,甜味,待审核,组合组成项,奶及替代品,奶及奶制品,双皮奶主要食材为奶及奶制品，作为奶制品。
炸两,早餐,150,一份约150g，作为早餐,蒸制,咸鲜,待审核,组合组成项,其他配菜,米及制品|麦及制品,炸两主要食材为米及米制品、麦及面制品，作为配菜/点心。
牛腩面,午餐,400,一碗约400g,煮制,咸鲜,待审核,整餐候选,混合主餐,畜肉|麦及制品,牛腩面主要食材为畜肉、麦及面制品，作为含主荤的混合主餐。
港式奶茶,加餐,250,一杯约250ml，作为饮品,冲泡,原味,待审核,组合组成项,饮品,奶及奶制品,港式奶茶主要食材为菜名所示食材，作为饮品。
菠萝包,加餐,100,一个约100g，作为点心,烤制,甜味,待审核,组合组成项,其他配菜,麦及制品|水果,菠萝包主要食材为麦及面制品、水果，作为配菜/点心。
避风塘炒蟹,晚餐,300,一份，可食部分约300g,炒制,咸鲜,待审核,组合组成项,蛋白质菜,虾蟹贝类,避风塘炒蟹主要食材为虾蟹贝等海鲜，作为主菜蛋白质。
姜葱蒸鱼,晚餐,300,一份（整鱼），可食部分约300g,蒸制,鲜香,待审核,组合组成项,蛋白质菜,鱼类,姜葱蒸鱼主要食材为鱼类，作为主菜蛋白质。
椒盐鱿鱼,晚餐,250,一份，可食部分约250g,油炸,咸鲜,待审核,组合组成项,蛋白质菜,虾蟹贝类,椒盐鱿鱼主要食材为虾蟹贝等海鲜，作为主菜蛋白质。
咕噜肉,晚餐,250,一份，可食部分约250g,油炸,酸甜,待审核,组合组成项,蛋白质菜,畜肉,咕噜肉主要食材为畜肉，作为主菜蛋白质。
干炒牛河,午餐,350,一份约350g,炒制,咸鲜,待审核,两者皆可,混合主餐,畜肉|米及制品,干炒牛河主要食材为畜肉、米及米制品，作为含主荤的混合主餐。
皮蛋瘦肉粥,早餐,350,一碗约350g，作为早餐,煮制,咸鲜,待审核,整餐候选,混合主餐,畜肉|蛋类|米及制品,皮蛋瘦肉粥主要食材为畜肉、蛋类、米及米制品，作为含主荤的混合主餐。
煲仔饭,午餐,350,一份约350g,焖制,咸鲜,待审核,两者皆可,混合主餐,米及制品|畜肉,煲仔饭主要食材为米及米制品、畜肉，作为含主荤的混合主餐。
白切鸡,晚餐,300,一份，可食部分约300g,煮制,原味,待审核,组合组成项,蛋白质菜,禽肉,白切鸡主要食材为禽肉，作为主菜蛋白质。
脆皮烧肉,晚餐,250,一份，可食部分约250g,烤制,咸鲜,待审核,组合组成项,蛋白质菜,畜肉,脆皮烧肉主要食材为畜肉，作为主菜蛋白质。
叉烧,晚餐,200,一份，可食部分约200g,烤制,咸鲜,待审核,组合组成项,蛋白质菜,畜肉,叉烧主要食材为畜肉，作为主菜蛋白质。
烧鹅,晚餐,300,一份，可食部分约300g,烤制,五香,待审核,组合组成项,蛋白质菜,禽肉,烧鹅主要食材为禽肉，作为主菜蛋白质。
云吞面,午餐,350,一碗约350g,煮制,鲜香,待审核,整餐候选,混合主餐,麦及制品,云吞面主要食材为麦及面制品，作为含主荤的混合主餐。
萝卜糕,加餐,150,一份约150g，作为点心,煎制,咸鲜,待审核,组合组成项,其他配菜,根菜,萝卜糕主要食材为根茎类蔬菜，作为配菜/点心。
糯米鸡,午餐,250,一份约250g,蒸制,咸鲜,待审核,两者皆可,混合主餐,禽肉|米及制品,糯米鸡主要食材为禽肉、米及米制品，作为含主荤的混合主餐。
肠粉,早餐,250,一份约250g，作为早餐,蒸制,咸鲜,待审核,两者皆可,混合主餐,米及制品,肠粉主要食材为米及米制品，作为含主荤的混合主餐。
叉烧包,早餐,150,一个约150g，作为早餐,蒸制,咸鲜,待审核,两者皆可,混合主餐,畜肉|麦及制品,叉烧包主要食材为畜肉、麦及面制品，作为含主荤的混合主餐。
烧卖,午餐,150,一份约150g（4只）,蒸制,鲜香,待审核,两者皆可,混合主餐,麦及制品,烧卖主要食材为麦及面制品，作为含主荤的混合主餐。
虾饺,午餐,150,一笼约150g（4只）,蒸制,鲜香,待审核,两者皆可,混合主餐,虾蟹贝类|麦及制品,虾饺主要食材为虾蟹贝等海鲜、麦及面制品，作为含主荤的混合主餐。
冒菜,晚餐,400,一份，可食部分约400g,煮制,麻辣,待审核,整餐候选,混合主餐,畜肉|叶菜|菌菇,冒菜主要食材为菜名所示食材，作为含主荤的混合主餐。
川北凉粉,加餐,200,一份约200g，作为小吃,凉拌,香辣,待审核,组合组成项,其他配菜,杂豆,川北凉粉主要食材为菜名所示食材，作为配菜/点心。
乐山跷脚牛肉,晚餐,350,一份，可食部分约350g（含汤）,煮制,鲜香,待审核,组合组成项,蛋白质菜,畜肉,乐山跷脚牛肉主要食材为畜肉，作为主菜蛋白质。
樟茶鸭,晚餐,300,一份，可食部分约300g,炖煮,五香,待审核,组合组成项,蛋白质菜,禽肉,樟茶鸭主要食材为禽肉，作为主菜蛋白质。
毛血旺,晚餐,400,一份，可食部分约400g,煮制,麻辣,待审核,两者皆可,混合主餐,动物内脏,毛血旺主要食材为动物内脏，作为含主荤的混合主餐。
钵钵鸡,加餐,300,一份约300g（8-10串）,凉拌,麻辣,待审核,组合组成项,蛋白质菜,禽肉,钵钵鸡主要食材为禽肉，作为主菜蛋白质。
干煸四季豆,午餐,250,一份约250g,炒制,咸鲜,待审核,组合组成项,蔬菜菜肴,叶菜,干煸四季豆主要食材为菜名所示食材，作为配菜蔬菜。
宜宾燃面,午餐,300,一碗约300g,凉拌,香辣,待审核,两者皆可,主食,麦及制品,宜宾燃面主要食材为麦及面制品，作为组合餐主食。
钟水饺,午餐,250,一份约250g（10只）,煮制,香辣,待审核,两者皆可,混合主餐,麦及制品,钟水饺主要食材为麦及面制品，作为含主荤的混合主餐。
龙抄手,午餐,300,一碗约300g（8-10只）,煮制,香辣,待审核,两者皆可,混合主餐,麦及制品,龙抄手主要食材为麦及面制品，作为含主荤的混合主餐。
酸辣粉,午餐,350,一碗约350g,煮制,酸辣,待审核,整餐候选,混合主餐,薯类,酸辣粉主要食材为薯类，作为含主荤的混合主餐。
重庆小面,午餐,350,一碗约350g,煮制,麻辣,待审核,整餐候选,主食,麦及制品,重庆小面主要食材为麦及面制品，作为组合餐主食。
麻辣香锅,晚餐,400,一份，可食部分约400g,炒制,麻辣,待审核,整餐候选,混合主餐,畜肉|禽肉|叶菜|菌菇,麻辣香锅主要食材为菜名所示食材，作为含主荤的混合主餐。
辣子鸡,晚餐,300,一份，可食部分约300g,炒制,香辣,待审核,组合组成项,蛋白质菜,禽肉,辣子鸡主要食材为禽肉，作为主菜蛋白质。
口水鸡,加餐,250,一份约250g，作为凉菜,凉拌,麻辣,待审核,组合组成项,蛋白质菜,禽肉,口水鸡主要食材为禽肉，作为主菜蛋白质。
夫妻肺片,加餐,200,一份约200g，作为凉菜,凉拌,麻辣,待审核,组合组成项,蛋白质菜,动物内脏,夫妻肺片主要食材为动物内脏，作为主菜蛋白质。
水煮牛肉,晚餐,350,一份，可食部分约350g,煮制,麻辣,待审核,两者皆可,混合主餐,畜肉,水煮牛肉主要食材为畜肉，作为含主荤的混合主餐。
水煮鱼,晚餐,400,一份（整鱼），可食部分约400g,煮制,麻辣,待审核,两者皆可,混合主餐,鱼类,水煮鱼主要食材为鱼类，作为含主荤的混合主餐。
鱼香肉丝,晚餐,250,一份，可食部分约250g,炒制,酸甜,待审核,组合组成项,蛋白质菜,畜肉,鱼香肉丝主要食材为畜肉，作为主菜蛋白质。
回锅肉,晚餐,250,一份，可食部分约250g,炒制,香辣,待审核,组合组成项,蛋白质菜,畜肉,回锅肉主要食材为畜肉，作为主菜蛋白质。
担担面,午餐,300,一碗约300g,凉拌,麻辣,待审核,两者皆可,主食,麦及制品,担担面主要食材为麦及面制品，作为组合餐主食。
重庆火锅,晚餐,400,一份火锅，食材约400g（不含汤）,煮制,麻辣,待审核,整餐候选,混合主餐,畜肉|禽肉|鱼类|叶菜|菌菇,重庆火锅主要食材为菜名所示食材，作为含主荤的混合主餐。
四川火锅,晚餐,400,一份火锅，食材约400g（不含汤）,煮制,麻辣,待审核,整餐候选,混合主餐,畜肉|禽肉|鱼类|叶菜|菌菇,四川火锅主要食材为菜名所示食材，作为含主荤的混合主餐。
宫保鸡丁,晚餐,250,一份，可食部分约250g,炒制,酸甜,待审核,组合组成项,蛋白质菜,禽肉,宫保鸡丁主要食材为禽肉，作为主菜蛋白质。
麻婆豆腐,晚餐,300,一份约300g,煮制,麻辣,待审核,组合组成项,蛋白质菜,大豆及豆制品,麻婆豆腐主要食材为大豆及豆制品，作为主菜蛋白质。
豆浆粥,早餐,300,一碗约300g，作为早餐,煮制,原味,待审核,组合组成项,主食,米及制品|植物替代饮品,豆浆粥主要食材为米及米制品、植物蛋白饮品，作为组合餐主食。
冻梨,加餐,150,一份约150g，作为水果,其他,甜味,待审核,组合组成项,水果,水果,冻梨主要食材为水果，作为水果。
吉林拌粉条,午餐,250,一份约250g,凉拌,酸辣,待审核,组合组成项,其他配菜,薯类,吉林拌粉条主要食材为薯类，作为配菜/点心。
玉米馒头,早餐,100,一个约100g，作为早餐,蒸制,原味,待审核,组合组成项,主食,其他谷物|麦及制品,玉米馒头主要食材为其他谷物、麦及面制品，作为组合餐主食。
酸菜炒肉,晚餐,250,一份约250g,炒制,酸辣,待审核,组合组成项,蛋白质菜,畜肉,酸菜炒肉主要食材为畜肉，作为主菜蛋白质。
豆沙年糕,加餐,150,一份约150g，作为甜点,蒸制,甜味,待审核,组合组成项,其他配菜,米及制品,豆沙年糕主要食材为米及米制品，作为配菜/点心。
炸玉米饼,加餐,150,一份约150g，作为小吃,油炸,原味,待审核,组合组成项,主食,其他谷物|麦及制品,炸玉米饼主要食材为其他谷物、麦及面制品，作为组合餐主食。
吉林野蘑菇炖鸡,晚餐,350,一份，可食部分约350g,炖煮,鲜香,待审核,两者皆可,混合主餐,禽肉|菌菇,吉林野蘑菇炖鸡主要食材为禽肉、菌菇，作为含主荤的混合主餐。
酸菜煎饼,早餐,200,一份约200g，作为早餐,煎制,酸辣,待审核,两者皆可,主食,麦及制品,酸菜煎饼主要食材为麦及面制品，作为组合餐主食。
吉林糯米肠,加餐,150,一份约150g，作为小吃,蒸制,咸鲜,待审核,组合组成项,其他配菜,米及制品,吉林糯米肠主要食材为米及米制品，作为配菜/点心。
延边猪肉蒸饺,午餐,250,一份约250g（10只）,蒸制,咸鲜,待审核,两者皆可,混合主餐,畜肉|麦及制品,延边猪肉蒸饺主要食材为畜肉、麦及面制品，作为含主荤的混合主餐。
吉林玉米饼,早餐,150,一份约150g，作为早餐,煎制,原味,待审核,组合组成项,主食,其他谷物|麦及制品,吉林玉米饼主要食材为其他谷物、麦及面制品，作为组合餐主食。
酸菜炖粉条,晚餐,300,一份约300g,炖煮,酸辣,待审核,组合组成项,其他配菜,薯类,酸菜炖粉条主要食材为薯类，作为配菜/点心。
延吉辣炒年糕,午餐,250,一份约250g,炒制,香辣,待审核,两者皆可,主食,米及制品,延吉辣炒年糕主要食材为米及米制品，作为组合餐主食。
吉林凉粉,加餐,200,一份约200g，作为小吃,凉拌,酸辣,待审核,组合组成项,其他配菜,杂豆,吉林凉粉主要食材为菜名所示食材，作为配菜/点心。
泡菜煎饼,早餐,200,一份约200g，作为早餐,煎制,酸辣,待审核,两者皆可,主食,麦及制品,泡菜煎饼主要食材为麦及面制品，作为组合餐主食。
吉林土豆炖猪肉,晚餐,350,一份，可食部分约350g,炖煮,咸鲜,待审核,两者皆可,混合主餐,畜肉|薯类,吉林土豆炖猪肉主要食材为畜肉、薯类，作为含主荤的混合主餐。
延边烤羊肉串,加餐,150,一份约150g（5-6串）,烤制,孜然,待审核,组合组成项,蛋白质菜,畜肉,延边烤羊肉串主要食材为畜肉，作为主菜蛋白质。
唐山甜糯米糕,加餐,150,一份约150g，作为甜点,蒸制,甜味,待审核,组合组成项,其他配菜,米及制品,唐山甜糯米糕主要食材为米及米制品，作为配菜/点心。
河北素饺,午餐,250,一份约250g（10只）,煮制,咸鲜,待审核,两者皆可,主食,麦及制品,河北素饺主要食材为麦及面制品，作为组合餐主食。
保定炸鸡,晚餐,250,一份，可食部分约250g,油炸,咸鲜,待审核,组合组成项,蛋白质菜,禽肉,保定炸鸡主要食材为禽肉，作为主菜蛋白质。
河北小米粥,早餐,350,一碗约350g，作为早餐,煮制,原味,待审核,整餐候选,主食,其他谷物,河北小米粥主要食材为其他谷物，作为组合餐主食。
唐山凉面,午餐,300,一份约300g,凉拌,酸辣,待审核,两者皆可,主食,麦及制品,唐山凉面主要食材为麦及面制品，作为组合餐主食。
河北包子,早餐,200,两个约200g，作为早餐,蒸制,咸鲜,待审核,两者皆可,混合主餐,麦及制品,河北包子主要食材为麦及面制品，作为含主荤的混合主餐。
保定炸豆腐,加餐,150,一份约150g，作为小吃,油炸,香辣,待审核,组合组成项,蛋白质菜,大豆及豆制品,保定炸豆腐主要食材为大豆及豆制品，作为主菜蛋白质。
河北麻花,加餐,80,一份约80g，作为零食,油炸,甜味,待审核,组合组成项,主食,麦及制品,河北麻花主要食材为麦及面制品，作为组合餐主食。
唐山地瓜丸,加餐,150,一份约150g，作为小吃,油炸,甜味,待审核,组合组成项,其他配菜,薯类,唐山地瓜丸主要食材为薯类，作为配菜/点心。
河北粉条炖肉,晚餐,300,一份约300g,炖煮,咸鲜,待审核,两者皆可,混合主餐,畜肉|薯类,河北粉条炖肉主要食材为畜肉、薯类，作为含主荤的混合主餐。
石家庄鸡蛋饼,早餐,200,一份约200g，作为早餐,煎制,咸鲜,待审核,组合组成项,主食,蛋类|麦及制品,石家庄鸡蛋饼主要食材为蛋类、麦及面制品，作为组合餐主食。
河北汤圆,加餐,200,一碗约200g，作为甜品,煮制,甜味,待审核,组合组成项,主食,米及制品,河北汤圆主要食材为米及米制品，作为组合餐主食。
河北夹馅饼,早餐,150,一个约150g，作为早餐,煎制,咸鲜,待审核,组合组成项,主食,麦及制品,河北夹馅饼主要食材为麦及面制品，作为组合餐主食。
唐山炸鱼,晚餐,250,一份，可食部分约250g,油炸,咸鲜,待审核,组合组成项,蛋白质菜,鱼类,唐山炸鱼主要食材为鱼类，作为主菜蛋白质。
保定驴肉面,午餐,350,一碗约350g,煮制,咸鲜,待审核,整餐候选,混合主餐,畜肉|麦及制品,保定驴肉面主要食材为畜肉、麦及面制品，作为含主荤的混合主餐。
河北羊汤,午餐,350,一碗约350g（含汤）,煮制,鲜香,待审核,两者皆可,汤羹,畜肉,河北羊汤主要食材为畜肉，作为汤羹。
石家庄面汤,午餐,350,一碗约350g,煮制,咸鲜,待审核,组合组成项,主食,麦及制品,石家庄面汤主要食材为麦及面制品，作为组合餐主食。
保定炸糕,加餐,100,一个约100g，作为小吃,油炸,甜味,待审核,组合组成项,其他配菜,麦及制品,保定炸糕主要食材为麦及面制品，作为配菜/点心。
冠头蒸馒头,早餐,150,一个约150g，作为早餐,蒸制,原味,待审核,组合组成项,主食,麦及制品,冠头蒸馒头主要食材为麦及面制品，作为组合餐主食。
奶皮卷,加餐,100,一份约100g，作为小吃,其他,原味,待审核,组合组成项,奶及替代品,奶及奶制品,奶皮卷主要食材为奶及奶制品，作为奶制品。
清蒸羊排,晚餐,300,一份，可食部分约300g,蒸制,原味,待审核,组合组成项,蛋白质菜,畜肉,清蒸羊排主要食材为畜肉，作为主菜蛋白质。
炒面糊糊,早餐,250,一碗约250g，作为早餐,炒制,咸鲜,待审核,组合组成项,其他配菜,麦及制品,炒面糊糊主要食材为麦及面制品，作为配菜/点心。
蒙古酸奶,加餐,200,一碗约200g，作为加餐/饮品,其他,原味,待审核,组合组成项,奶及替代品,奶及奶制品,蒙古酸奶主要食材为奶及奶制品，作为奶制品。
孜然羊肉,晚餐,250,一份，可食部分约250g,炒制,孜然,待审核,组合组成项,蛋白质菜,畜肉,孜然羊肉主要食材为畜肉，作为主菜蛋白质。
炸奶球,加餐,100,一份约100g，作为小吃,油炸,甜味,待审核,组合组成项,奶及替代品,奶及奶制品,炸奶球主要食材为奶及奶制品，作为奶制品。
蒸玉米饼,早餐,150,一份约150g，作为早餐,蒸制,原味,待审核,组合组成项,主食,其他谷物|麦及制品,蒸玉米饼主要食材为其他谷物、麦及面制品，作为组合餐主食。
